,Unnamed: 0,0,1,2,3,4
11,11,693.0,3228,7,202,
12,12,664.9,3570,7,207,
13,13,637.8,3911,6,194,特異点
14,14,611.7,4250,5,203,
15,15,586.9,4583,4,223,特異点
16,16,574.0,4761,4,211,
17,17,550.3,5095,4,208,特異点
18,18,525.9,5453,4,226,
19,19,503.6,5790,5,260,特異点
20,20,480.6,6152,9,269,特異点
21,21,459.0,6503,10,262,
22,22,437.8,6863,9,252,
23,23,417.6,7218,9,245,特異点
24,24,398.8,7561,9,249,
25,25,380.9,7900,11,257,
26,26,364.1,8231,13,261,
27,27,347.8,8563,13,261,
28,28,332.4,8889,13,267,特異点
29,29,317.9,9207,12,280,
30,30,303.7,9530,9,292,
31,31,290.4,9843,10,303,
32,32,277.3,10163,10,304,
33,33,264.6,10485,9,310,
34,34,252.5,10800,8,322,特異点
35,35,240.5,11128,9,316,
36,36,229.0,11450,10,319,
37,37,217.8,11776,11,321,特異点
38,38,207.1,12104,12,312,
39,39,196.8,12432,13,299,特異点
40,40,187.1,12753,13,300,
41,41,177.8,13078,14,311,特異点
42,42,169.0,13402,14,313,特異点
43,43,160.7,13721,13,317,
44,44,152.5,14052,12,318,
45,45,144.7,14381,11,317,
46,46,137.2,14711,10,319,
47,47,129.9,15048,9,319,
48,48,123.0,15379,8,319,特異点
49,49,116.4,15711,8,323,
50,50,110.0,16048,7,331,
51,51,103.8,16392,7,338,特異点
52,52,98.0,16732,6,357,
53,53,92.5,17067,5,30,
54,54,87.2,17408,4,51,
55,55,82.0,17762,6,76,特異点
56,56,77.2,18109,8,76,
57,57,72.7,18454,9,75,
58,58,68.5,18796,11,77,
59,59,64.3,19161,11,79,
60,60,60.5,19514,8,80,特異点
61,61,57.0,19864,8,74,
62,62,53.6,20228,8,69,
63,63,50.4,20594,9,65,特異点
64,64,47.4,20962,10,71,
65,65,44.7,21317,10,81,
66,66,42.0,21699,10,79,
67,67,39.5,22082,11,79,
68,68,37.1,22473,13,85,
69,69,34.9,22854,14,87,特異点
70,70,32.7,23262,14,95,特異点
71,71,30.5,23699,12,102,
72,72,28.6,24106,10,101,
73,73,26.9,24494,10,99,
74,74,25.1,24933,10,98,
75,75,23.4,25383,11,99,
76,76,21.8,25845,11,100,
77,77,20.5,26249,10,105,
78,78,19.2,26679,9,110,特異点
79,79,17.8,27183,8,125,
80,80,16.6,27649,6,140,特異点
81,81,15.5,28108,4,183,特異点
82,82,14.4,28600,5,217,
83,83,13.4,29081,4,241,特異点
84,84,12.5,29547,4,227,
85,85,11.7,29991,4,217,特異点
86,86,10.8,30531,5,229,
87,87,10.0,31054,7,233,
88,88,9.4,31473,7,245,
89,89,8.7,31999,6,253,特異点
90,90,8.1,32485,4,239,
91,91,7.5,33018,3,213,
92,92,7.0,33495,2,180,特異点
93,93,6.5,34017,3,171,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1014.3,7,3.4,180,特異点
2,2,995.0,176,7,179,
3,3,957.2,514,9,189,
4,4,921.4,845,8,189,特異点
5,5,887.9,1164,8,187,
6,6,856.2,1476,8,181,
7,7,825.6,1788,9,183,
8,8,794.5,2113,9,169,特異点
9,9,762.5,2459,7,199,
10,10,730.2,2822,7,219,特異点
11,11,699.3,3181,7,228,
12,12,670.9,3524,6,234,
13,13,643.7,3862,8,248,
14,14,617.6,4199,9,250,
15,15,591.6,4545,10,254,
16,16,577.9,4731,10,258,特異点
17,17,551.8,5098,11,259,
18,18,525.8,5476,13,251,
19,19,500.5,5861,15,252,
20,20,476.7,6237,15,254,特異点
21,21,454.3,6604,14,249,
22,22,433.5,6958,14,246,
23,23,414.1,7302,14,241,特異点
24,24,394.9,7656,12,246,
25,25,376.2,8014,11,253,
26,26,358.1,8374,10,250,
27,27,341.0,8729,9,250,
28,28,324.7,9081,7,251,
29,29,309.5,9420,7,254,特異点
30,30,294.7,9767,7,265,
31,31,280.2,10119,7,278,
32,32,266.7,10459,9,289,
33,33,253.5,10797,10,295,特異点
34,34,241.3,11126,11,294,
35,35,229.7,11454,12,297,
36,36,218.7,11780,11,297,
37,37,208.1,12101,12,302,
38,38,198.2,12416,14,314,
39,39,188.7,12735,15,314,
40,40,179.7,13053,15,306,
41,41,171.1,13368,15,303,
42,42,162.6,13694,15,308,
43,43,154.5,14019,16,315,特異点
44,44,146.9,14332,16,325,特異点
45,45,139.4,14657,15,335,
46,46,132.0,14996,14,341,
47,47,125.0,15328,13,342,
48,48,118.3,15657,11,340,
49,49,111.8,15996,10,336,
50,50,105.4,16345,9,344,特異点
51,51,99.5,16682,8,352,
52,52,93.8,17026,9,360,
53,53,88.3,17377,8,10,
54,54,83.1,17727,8,14,特異点
55,55,78.2,18077,8,29,
56,56,73.6,18426,8,45,
57,57,69.2,18780,10,55,
58,58,65.2,19123,11,67,特異点
59,59,61.3,19479,10,70,
60,60,57.6,19842,12,72,
61,61,54.3,20190,10,75,
62,62,51.1,20554,11,75,
63,63,48.2,20908,12,80,
64,64,45.4,21274,11,82,
65,65,42.8,21638,12,82,
66,66,40.3,22011,11,87,
67,67,37.9,22392,10,93,
68,68,35.7,22765,10,100,特異点
69,69,33.6,23144,8,100,
70,70,31.6,23528,7,96,
71,71,29.7,23916,7,89,
72,72,27.9,24308,8,82,特異点
73,73,26.1,24728,11,98,
74,74,24.5,25133,11,111,
75,75,23.1,25510,11,118,
76,76,21.6,25947,10,130,
77,77,20.2,26384,7,137,特異点
78,78,18.9,26824,4,121,特異点
79,79,17.7,27259,3,86,
80,80,16.6,27688,3,47,特異点
81,81,15.5,28147,4,37,
82,82,14.5,28593,3,31,特異点
83,83,13.5,29071,2,345,特異点
84,84,12.6,29533,2,325,特異点
85,85,11.7,30028,2,326,
86,86,10.9,30505,2,329,特異点
87,87,10.1,31018,2,319,
88,88,9.4,31509,3,317,
89,89,8.7,32043,5,302,
90,90,8.1,32539,5,292,特異点
91,91,7.5,33073,6,300,
92,92,7.0,33552,4,293,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1012.6,7,3.3,150,特異点
2,2,993.4,175,7,164,
3,3,955.9,513,8,175,
4,4,919.9,846,7,182,
5,5,884.7,1183,7,198,特異点
6,6,849.9,1527,8,202,
7,7,815.5,1879,9,205,
8,8,780.5,2252,5,204,特異点
9,9,748.8,2602,5,178,特異点
10,10,721.4,2915,5,189,
11,11,694.7,3229,5,216,
12,12,667.6,3559,4,222,特異点
13,13,639.7,3910,4,254,特異点
14,14,611.5,4276,4,252,特異点
15,15,583.4,4654,4,297,
16,16,569.5,4847,4,316,特異点
17,17,543.3,5220,6,316,
18,18,518.4,5588,7,307,
19,19,495.2,5945,7,304,
20,20,473.5,6290,6,303,特異点
21,21,452.4,6638,6,306,
22,22,433.0,6971,7,314,
23,23,414.0,7308,7,319,
24,24,396.2,7635,7,316,
25,25,378.5,7974,7,316,
26,26,361.7,8306,5,318,特異点
27,27,345.2,8645,5,340,
28,28,329.8,8973,8,346,特異点
29,29,314.7,9306,10,339,
30,30,300.3,9636,12,339,
31,31,286.0,9977,14,341,特異点
32,32,272.1,10320,14,341,
33,33,258.6,10663,14,340,
34,34,245.5,11012,14,345,
35,35,233.3,11353,13,340,
36,36,221.8,11686,14,334,特異点
37,37,211.1,12011,13,347,
38,38,201.3,12325,12,13,
39,39,191.9,12641,14,19,特異点
40,40,183.1,12951,12,11,
41,41,174.3,13275,11,9,
42,42,165.5,13606,10,11,
43,43,157.4,13927,9,8,
44,44,149.3,14265,8,358,
45,45,141.6,14597,9,348,
46,46,134.2,14928,9,346,特異点
47,47,127.1,15262,8,350,
48,48,120.2,15597,8,357,
49,49,113.7,15931,7,4,
50,50,107.3,16274,6,11,
51,51,101.1,16623,6,10,特異点
52,52,95.2,16972,6,14,
53,53,89.8,17309,6,22,
54,54,84.6,17651,6,40,
55,55,79.7,17993,7,49,
56,56,74.7,18366,8,60,特異点
57,57,70.1,18733,10,66,
58,58,66.0,19082,11,67,
59,59,62.2,19426,13,73,
60,60,58.3,19800,13,79,
61,61,54.6,20177,12,85,
62,62,51.3,20538,13,86,
63,63,48.2,20901,14,85,特異点
64,64,45.3,21272,14,83,
65,65,42.5,21662,14,85,特異点
66,66,39.9,22051,11,91,
67,67,37.5,22433,10,88,
68,68,35.2,22825,10,91,
69,69,33.1,23208,9,95,
70,70,31.0,23620,9,90,
71,71,29.1,24019,8,95,
72,72,27.2,24447,7,96,
73,73,25.5,24864,6,96,
74,74,23.9,25282,5,96,特異点
75,75,22.4,25700,3,86,特異点
76,76,20.9,26156,1,48,
77,77,19.5,26612,2,21,特異点
78,78,18.2,27065,2,29,
79,79,16.9,27550,4,55,
80,80,15.8,27991,6,67,特異点
81,81,14.7,28463,6,70,
82,82,13.6,28976,5,69,
83,83,12.6,29481,2,82,特異点
84,84,11.7,29979,1,305,特異点
85,85,10.9,30459,4,312,
86,86,10.1,30978,6,314,
87,87,9.3,31546,8,314,
88,88,8.7,32005,10,315,
89,89,8.0,32582,11,311,
90,90,7.5,33025,11,308,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1010.6,7,3.3,210,特異点
2,2,990.3,186,6,207,
3,3,950.9,541,8,213,
4,4,913.7,886,9,225,
5,5,879.2,1218,10,231,特異点
6,6,847.3,1535,10,228,
7,7,816.7,1849,10,228,
8,8,786.0,2176,10,221,特異点
9,9,755.4,2512,8,252,特異点
10,10,725.3,2852,7,257,特異点
11,11,695.8,3197,8,238,
12,12,667.4,3541,9,231,
13,13,640.5,3878,7,226,特異点
14,14,613.9,4222,8,238,
15,15,588.1,4568,8,239,
16,16,576.6,4727,8,241,
17,17,553.0,5059,9,247,
18,18,530.9,5381,9,255,
19,19,509.1,5710,10,271,
20,20,488.1,6036,12,278,
21,21,467.8,6363,10,280,
22,22,448.4,6688,9,286,
23,23,429.3,7020,11,293,特異点
24,24,410.0,7368,11,304,
25,25,391.6,7712,9,318,
26,26,373.2,8069,9,334,特異点
27,27,355.7,8423,9,332,
28,28,338.9,8775,8,316,
29,29,322.6,9129,7,308,特異点
30,30,306.9,9487,6,312,
31,31,291.6,9847,7,325,
32,32,277.0,10203,7,337,特異点
33,33,263.1,10560,10,336,
34,34,250.0,10907,16,337,
35,35,237.4,11258,19,339,
36,36,225.3,11609,19,340,
37,37,213.7,11959,22,338,特異点
38,38,202.4,12320,22,340,特異点
39,39,191.4,12687,18,348,
40,40,181.0,13047,14,355,
41,41,171.2,13402,11,353,特異点
42,42,162.0,13751,9,345,
43,43,153.2,14099,8,336,
44,44,145.0,14438,6,328,
45,45,137.3,14774,5,325,特異点
46,46,129.9,15109,3,303,
47,47,122.9,15440,3,278,
48,48,116.2,15774,3,260,特異点
49,49,109.9,16101,4,254,特異点
50,50,103.6,16448,5,270,特異点
51,51,97.7,16789,5,265,
52,52,92.1,17128,6,259,
53,53,86.9,17461,4,251,特異点
54,54,81.6,17821,1,208,特異点
55,55,76.7,18175,2,138,特異点
56,56,72.1,18530,5,115,特異点
57,57,67.8,18884,5,118,
58,58,63.6,19255,6,127,特異点
59,59,59.7,19623,6,109,
60,60,56.0,19994,5,77,
61,61,52.5,20369,9,63,特異点
62,62,49.3,20736,11,60,
63,63,46.3,21109,12,65,特異点
64,64,43.3,21513,13,80,
65,65,40.6,21906,14,99,
66,66,38.1,22293,13,111,特異点
67,67,35.7,22690,12,112,
68,68,33.5,23079,10,113,
69,69,31.3,23497,7,104,
70,70,29.3,23915,6,111,特異点
71,71,27.4,24346,5,132,
72,72,25.6,24783,3,156,
73,73,23.9,25225,2,189,特異点
74,74,22.4,25647,2,289,特異点
75,75,20.9,26098,4,319,特異点
76,76,19.5,26552,6,322,
77,77,18.2,27004,6,320,
78,78,16.9,27491,5,320,
79,79,15.8,27935,4,314,特異点
80,80,14.7,28410,2,296,特異点
81,81,13.7,28874,2,242,特異点
82,82,12.8,29327,3,224,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1012.0,7,4.1,30,特異点
2,2,996.8,138,7,33,
3,3,966.8,402,8,49,
4,4,935.7,684,8,69,特異点
5,5,903.1,987,5,119,
6,6,869.4,1313,6,182,特異点
7,7,835.0,1656,10,208,
8,8,801.5,2004,13,221,特異点
9,9,770.1,2340,13,223,
10,10,741.0,2663,11,224,
11,11,713.5,2977,11,231,特異点
12,12,686.0,3302,13,254,
13,13,657.9,3643,16,264,特異点
14,14,630.2,3993,15,266,
15,15,603.8,4339,16,259,
16,16,591.3,4507,16,257,
17,17,566.4,4850,17,254,
18,18,541.8,5202,17,249,特異点
19,19,517.9,5556,16,252,
20,20,494.7,5915,15,255,
21,21,472.4,6273,13,256,
22,22,451.5,6621,14,260,
23,23,431.5,6967,15,256,
24,24,411.8,7321,14,254,
25,25,392.2,7687,15,263,
26,26,372.8,8064,17,271,
27,27,354.3,8437,18,276,
28,28,336.8,8805,19,277,
29,29,320.8,9153,19,277,特異点
30,30,305.8,9495,22,283,
31,31,291.3,9838,27,290,
32,32,276.9,10193,30,292,
33,33,263.1,10547,31,292,
34,34,249.5,10910,33,292,極大風速面
35,35,236.7,11265,33,291,特異点
36,36,224.6,11619,31,288,
37,37,213.5,11954,30,282,
38,38,202.4,12306,31,279,
39,39,192.1,12642,29,279,
40,40,181.7,13001,26,272,
41,41,171.7,13366,25,272,
42,42,161.6,13751,24,271,
43,43,152.6,14106,23,269,
44,44,144.0,14466,22,264,
45,45,135.6,14830,21,259,
46,46,127.7,15191,22,255,特異点
47,47,120.3,15544,21,257,
48,48,113.4,15893,20,256,
49,49,106.8,16244,20,255,
50,50,100.7,16587,18,255,特異点
51,51,94.6,16949,16,255,
52,52,88.9,17307,14,256,
53,53,83.6,17659,10,253,
54,54,78.6,18013,8,246,特異点
55,55,73.8,18372,7,218,特異点
56,56,69.2,18740,7,207,
57,57,64.9,19110,6,209,
58,58,60.9,19480,5,193,
59,59,57.2,19847,3,187,特異点
60,60,53.6,20228,2,121,特異点
61,61,50.2,20619,4,114,
62,62,47.1,21005,6,108,
63,63,44.1,21408,6,98,
64,64,41.3,21811,6,93,
65,65,38.7,22212,7,86,
66,66,36.2,22625,5,82,特異点
67,67,33.9,23038,5,102,
68,68,31.7,23464,4,123,特異点
69,69,29.7,23880,5,132,
70,70,27.8,24306,6,139,特異点
71,71,26.0,24739,4,166,特異点
72,72,24.3,25175,3,166,特異点
73,73,22.7,25615,2,262,特異点
74,74,21.2,26058,3,321,特異点
75,75,19.8,26505,3,1,
76,76,18.5,26950,3,46,
77,77,17.2,27431,3,82,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1014.2,7,3.5,40,特異点
2,2,995.5,169,6,33,
3,3,958.4,498,7,34,特異点
4,4,922.4,827,5,3,
5,5,888.1,1151,3,317,特異点
6,6,854.6,1479,6,217,特異点
7,7,822.0,1809,5,207,特異点
8,8,790.2,2143,9,212,
9,9,759.0,2483,10,221,
10,10,729.0,2822,11,224,
11,11,700.7,3151,13,234,
12,12,673.6,3478,15,234,
13,13,647.3,3804,15,237,
14,14,621.8,4132,17,251,特異点
15,15,597.8,4450,16,255,
16,16,585.9,4612,16,256,
17,17,563.2,4928,18,258,
18,18,539.9,5263,18,257,
19,19,517.0,5605,17,264,
20,20,494.3,5957,17,278,
21,21,472.0,6316,16,280,特異点
22,22,450.9,6668,14,269,
23,23,430.2,7026,14,258,
24,24,410.2,7385,15,250,特異点
25,25,390.8,7746,18,251,
26,26,372.5,8100,22,261,
27,27,354.9,8455,25,268,
28,28,338.4,8800,28,271,特異点
29,29,322.6,9142,28,273,
30,30,306.9,9498,28,276,
31,31,292.0,9846,31,279,
32,32,277.4,10203,34,284,
33,33,263.3,10559,35,291,
34,34,250.8,10888,37,293,特異点
35,35,238.6,11223,38,292,
36,36,227.4,11546,37,287,
37,37,216.7,11867,36,279,
38,38,206.3,12189,38,275,
39,39,196.3,12513,40,276,極大風速面
40,40,186.5,12848,40,278,
41,41,177.2,13173,40,282,特異点
42,42,168.4,13497,37,286,
43,43,159.5,13837,34,288,
44,44,150.8,14185,30,287,
45,45,142.8,14518,26,281,特異点
46,46,135.1,14851,25,273,
47,47,127.6,15194,25,268,
48,48,120.0,15562,25,266,特異点
49,49,113.1,15918,24,267,
50,50,106.6,16268,23,270,
51,51,100.5,16610,20,271,特異点
52,52,94.6,16961,17,270,
53,53,89.1,17307,14,266,
54,54,84.0,17646,12,261,
55,55,79.2,17984,11,257,
56,56,74.6,18328,9,253,
57,57,70.3,18669,7,245,特異点
58,58,66.3,19005,6,229,
59,59,62.4,19356,5,205,
60,60,58.9,19694,6,178,特異点
61,61,55.4,20058,5,184,
62,62,52.2,20412,4,185,
63,63,49.2,20767,4,180,特異点
64,64,46.3,21134,2,238,特異点
65,65,43.6,21502,2,11,特異点
66,66,41.0,21881,5,50,特異点
67,67,38.6,22258,7,70,
68,68,36.3,22643,9,84,
69,69,34.2,23016,10,103,特異点
70,70,32.1,23417,10,115,
71,71,30.2,23807,9,122,
72,72,28.3,24225,9,126,
73,73,26.6,24625,11,140,
74,74,25.0,25027,12,155,
75,75,23.5,25430,11,167,特異点
76,76,22.0,25862,10,168,
77,77,20.7,26263,7,160,
78,78,19.4,26690,5,139,
79,79,18.2,27115,6,139,特異点
80,80,17.1,27531,5,157,
81,81,16.0,27975,5,185,
82,82,15.0,28407,5,202,
83,83,14.1,28826,4,223,特異点
84,84,13.2,29275,3,220,特異点
85,85,12.3,29755,3,170,特異点
86,86,11.5,30212,4,183,特異点
87,87,10.8,30641,5,164,
88,88,10.1,31098,5,156,
89,89,9.5,31517,4,146,特異点
90,90,8.9,31965,5,114,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1006.3,11,7.0,210,特異点
2,2,987.0,182,13,209,
3,3,949.1,526,16,215,
4,4,912.9,865,18,226,特異点
5,5,880.1,1182,15,228,
6,6,849.8,1486,7,236,
7,7,820.3,1792,3,252,特異点
8,8,792.0,2094,3,245,
9,9,765.2,2388,6,231,特異点
10,10,738.9,2684,9,248,
11,11,712.0,2996,11,260,特異点
12,12,684.8,3319,12,257,
13,13,658.0,3651,11,254,
14,14,632.0,3979,12,252,
15,15,606.8,4309,10,252,
16,16,594.4,4475,11,253,
17,17,571.1,4794,13,248,特異点
18,18,548.4,5114,15,256,
19,19,527.0,5428,18,270,
20,20,506.2,5744,18,275,特異点
21,21,485.8,6065,19,275,
22,22,466.0,6386,19,273,
23,23,446.0,6723,18,276,
24,24,426.3,7066,18,278,
25,25,407.2,7412,19,280,
26,26,388.9,7756,20,282,
27,27,371.7,8090,20,283,
28,28,355.3,8423,20,286,
29,29,339.3,8760,19,289,
30,30,323.4,9105,18,289,特異点
31,31,307.8,9456,19,288,
32,32,292.0,9828,23,288,
33,33,276.8,10201,29,288,特異点
34,34,262.0,10581,29,287,
35,35,247.8,10960,28,288,
36,36,234.5,11332,27,293,
37,37,221.9,11703,28,294,
38,38,209.7,12077,31,293,極大風速面
39,39,198.2,12445,31,294,特異点
40,40,187.1,12820,28,293,
41,41,176.8,13181,27,288,
42,42,167.4,13528,25,292,
43,43,158.1,13887,23,294,
44,44,149.4,14241,21,297,
45,45,141.2,14590,19,295,
46,46,133.4,14932,17,292,
47,47,125.7,15290,17,291,
48,48,118.3,15655,15,292,
49,49,111.4,16012,14,292,
50,50,105.1,16351,11,291,特異点
51,51,98.9,16704,9,287,
52,52,92.9,17067,6,279,
53,53,87.2,17433,3,259,特異点
54,54,81.9,17792,1,154,特異点
55,55,76.8,18157,4,92,特異点
56,56,72.1,18515,4,89,
57,57,67.5,18886,5,75,
58,58,63.3,19247,5,78,
59,59,59.3,19615,4,68,
60,60,55.8,19963,7,56,
61,61,52.3,20339,7,58,
62,62,49.1,20716,8,46,特異点
63,63,46.2,21090,9,51,
64,64,43.5,21464,7,62,
65,65,40.9,21849,8,69,
66,66,38.3,22260,9,85,
67,67,35.9,22664,10,92,特異点
68,68,33.7,23061,10,93,
69,69,31.8,23427,12,90,
70,70,29.8,23839,12,90,特異点
71,71,27.9,24260,11,96,
72,72,26.1,24689,11,101,
73,73,24.5,25098,10,112,
74,74,23.0,25512,8,118,
75,75,21.5,25956,7,118,特異点
76,76,20.1,26400,6,109,
77,77,18.8,26844,5,114,
78,78,17.5,27321,6,105,
79,79,16.3,27794,7,105,
80,80,15.2,28260,6,111,特異点
81,81,14.2,28715,6,105,
82,82,13.2,29204,5,100,
83,83,12.3,29678,4,89,
84,84,11.4,30187,3,86,特異点
85,85,10.6,30677,3,93,
86,86,9.9,31138,3,108,特異点
87,87,9.2,31633,3,97,
88,88,8.6,32090,4,85,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1008.2,11,1.7,210,特異点
2,2,989.7,175,4,209,
3,3,952.8,509,6,217,特異点
4,4,916.6,846,0,-,特異点
5,5,881.7,1183,5,33,特異点
6,6,847.5,1523,7,15,特異点
7,7,814.6,1862,9,332,特異点
8,8,782.7,2202,7,324,特異点
9,9,751.3,2548,5,272,
10,10,720.7,2897,6,238,特異点
11,11,691.1,3246,9,251,
12,12,662.1,3599,11,259,
13,13,633.5,3960,11,259,
14,14,606.1,4317,12,269,特異点
15,15,580.3,4666,16,261,
16,16,567.1,4849,18,262,
17,17,542.1,5207,21,262,
18,18,517.3,5575,23,266,
19,19,493.6,5939,25,268,特異点
20,20,470.8,6304,25,268,
21,21,449.0,6668,25,272,特異点
22,22,427.9,7035,24,279,
23,23,407.5,7406,23,283,
24,24,388.1,7772,19,286,
25,25,369.5,8136,16,286,
26,26,351.6,8501,16,287,
27,27,334.6,8859,15,291,
28,28,318.0,9227,13,295,
29,29,302.3,9589,12,293,特異点
30,30,287.2,9950,12,290,
31,31,272.7,10310,12,290,
32,32,258.5,10679,12,289,
33,33,244.8,11045,15,285,
34,34,231.8,11412,15,282,
35,35,219.7,11768,15,279,特異点
36,36,208.5,12110,14,282,
37,37,197.9,12451,15,290,
38,38,187.4,12802,20,291,
39,39,177.4,13151,24,292,
40,40,167.4,13518,25,295,特異点
41,41,158.1,13876,24,299,
42,42,149.6,14219,21,296,
43,43,141.1,14578,17,292,特異点
44,44,133.2,14930,14,281,
45,45,125.8,15275,11,266,
46,46,118.8,15617,10,254,特異点
47,47,112.2,15956,10,256,
48,48,105.7,16307,9,267,特異点
49,49,99.5,16662,9,281,
50,50,93.7,17013,10,282,特異点
51,51,88.2,17364,9,279,
52,52,83.0,17713,7,273,
53,53,77.8,18085,6,255,
54,54,72.8,18462,3,250,特異点
55,55,68.3,18821,3,192,特異点
56,56,64.0,19185,4,171,
57,57,60.0,19546,4,126,
58,58,56.2,19919,5,102,
59,59,52.6,20303,6,68,特異点
60,60,49.4,20676,9,64,
61,61,46.4,21054,9,66,
62,62,43.6,21441,9,67,特異点
63,63,40.9,21839,7,82,
64,64,38.4,22237,5,81,
65,65,36.0,22644,6,85,
66,66,33.7,23063,5,96,特異点
67,67,31.7,23452,5,87,
68,68,29.7,23869,5,78,
69,69,27.8,24293,5,67,
70,70,26.0,24723,5,60,特異点
71,71,24.4,25135,5,69,
72,72,22.9,25547,6,89,
73,73,21.4,25986,6,101,特異点
74,74,20.0,26428,7,110,
75,75,18.7,26871,7,111,
76,76,17.4,27348,8,109,
77,77,16.3,27782,8,112,
78,78,15.2,28249,7,111,特異点
79,79,14.1,28751,5,106,
80,80,13.1,29243,4,87,
81,81,12.2,29718,4,72,
82,82,11.4,30174,4,72,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1008.9,11,2.6,70,特異点
2,2,991.2,167,4,70,特異点
3,3,957.4,470,5,101,
4,4,925.6,764,4,147,特異点
5,5,895.1,1055,4,167,特異点
6,6,864.7,1354,0,-,
7,7,834.1,1663,5,298,特異点
8,8,803.9,1978,7,293,
9,9,774.8,2293,7,269,
10,10,746.9,2604,8,264,特異点
11,11,720.3,2907,6,283,
12,12,694.2,3214,3,292,特異点
13,13,667.9,3533,5,283,
14,14,641.6,3861,10,283,特異点
15,15,616.9,4179,13,295,特異点
16,16,605.4,4331,13,290,
17,17,582.8,4636,15,279,
18,18,560.4,4948,16,274,特異点
19,19,538.2,5266,15,275,
20,20,516.2,5594,17,271,
21,21,494.9,5921,18,271,
22,22,473.6,6262,21,276,
23,23,453.3,6598,22,277,特異点
24,24,433.5,6939,20,282,
25,25,414.4,7280,16,289,
26,26,396.2,7618,15,289,
27,27,378.6,7956,15,287,
28,28,361.3,8302,14,290,特異点
29,29,344.7,8646,15,289,
30,30,328.3,8999,17,283,
31,31,312.3,9358,18,280,
32,32,296.7,9721,17,281,
33,33,281.4,10091,18,281,
34,34,266.5,10467,19,273,
35,35,252.2,10839,21,269,
36,36,238.4,11211,23,269,
37,37,225.4,11582,23,267,
38,38,213.0,11956,22,267,
39,39,201.2,12332,22,269,
40,40,190.1,12692,23,270,
41,41,179.8,13045,26,266,特異点
42,42,170.0,13399,25,268,
43,43,160.5,13762,24,271,
44,44,151.6,14119,19,273,
45,45,143.2,14470,16,272,
46,46,135.2,14822,14,267,特異点
47,47,127.5,15179,14,263,
48,48,120.2,15532,16,266,
49,49,113.3,15886,17,273,
50,50,106.8,16235,16,278,
51,51,100.6,16587,13,278,特異点
52,52,94.8,16932,11,271,
53,53,89.2,17286,11,265,
54,54,83.9,17640,10,264,
55,55,78.8,18001,9,264,
56,56,74.2,18345,7,264,
57,57,69.7,18702,4,264,特異点
58,58,65.4,19063,3,239,特異点
59,59,61.3,19429,2,246,特異点
60,60,57.7,19772,1,3,特異点
61,61,54.3,20121,2,51,特異点
62,62,50.9,20499,5,62,
63,63,47.8,20876,8,72,
64,64,45.0,21242,9,86,
65,65,42.3,21622,9,96,特異点
66,66,39.7,22019,8,95,
67,67,37.3,22415,7,92,
68,68,35.1,22801,5,84,特異点
69,69,32.9,23212,5,86,
70,70,30.9,23612,5,94,特異点
71,71,29.0,24018,5,90,
72,72,27.2,24430,5,85,
73,73,25.5,24847,6,78,
74,74,23.9,25265,5,74,特異点
75,75,22.4,25689,5,89,
76,76,20.9,26143,5,99,特異点
77,77,19.6,26566,4,104,
78,78,18.3,27019,5,107,
79,79,17.1,27468,6,109,
80,80,16.0,27909,5,116,
81,81,14.9,28382,4,120,特異点
82,82,13.9,28848,2,142,特異点
83,83,12.9,29352,1,205,特異点
84,84,12.0,29840,2,315,特異点
85,85,11.2,30307,2,335,
86,86,10.3,30873,2,342,
87,87,9.6,31348,2,360,特異点
88,88,9.0,31786,2,45,特異点
89,89,8.3,32338,1,21,特異点
0,0,気圧(hPa),ジオポテンシャル高度(m),風速(m/s),風向(°),識別符
1,1,1009.8,11,2.3,110,特異点
2,2,992.5,164,2,125,
3,3,958.0,473,5,166,特異点
4,4,923.7,791,7,181,
5,5,890.3,1110,6,215,特異点
6,6,858.6,1422,7,175,特異点
7,7,828.2,1730,5,172,特異点
8,8,798.3,2043,3,247,特異点
9,9,768.9,2360,5,298,特異点
10,10,740.8,2673,9,294,
11,11,713.9,2982,8,284,
12,12,688.2,3287,8,281,特異点
13,13,663.2,3591,9,284,
14,14,638.6,3900,8,286,
15,15,614.5,4212,11,280,
16,16,602.5,4371,11,284,
17,17,578.6,4695,11,287,
18,18,555.5,5019,14,283,
19,19,532.9,5347,16,279,
20,20,512.1,5660,18,279,特異点
21,21,491.9,5975,18,279,
22,22,472.9,6280,18,279,
23,23,453.9,6596,19,280,
24,24,435.3,6916,19,279,
25,25,417.1,7240,17,278,
26,26,399.0,7574,16,278,
27,27,381.4,7910,17,277,
28,28,363.9,8257,17,274,
29,29,347.3,8597,16,270,
